shp.16,Mini garden,Мини посадки,Mini jardin,Mini -Garten,Mini jardín,Mini giardino
shp.17,Green pouf,Зеленый пуфик,Pouf vert,Grüner Pouf,Pouf verde,Pouf verde
shp.18,Blue pouf,Синий пуфик,Pouf bleu,Blauer Pouf,Pouf,Blue Pouf
shp.19,Big yellow pouf,Желтый пуфик,Big Pouf jaune,Big Yellow Pouf,Pouf amarillo grande,Grande pouf giallo
shp.20,Big red pouf,Красный пуфик,Big Pouf rouge,Big Red Pouf,Pouf rojo grande,Big Red Pouf
shp.21,Vending machine,Торговый автомат,Distributeur automatique,Verkaufsautomat,Máquina expendedora,Distributore automatico
shp.22,Boiler,Бойлер,Chaudière,Kessel,Caldera,Caldaia
shp.23,Desktop,Рабочий стол,Bureau,Desktop,Escritorio,Desktop
shp.24,Wooden desktop,Рабочий стол 2,Bureau en bois,Holzdesktop,Escritorio de madera,Desktop in legno
shp.25,Metal desktop,Рабочий стол 3,Bureau en métal,Metalldesktop,Escritorio de metal,Desktop metallico
shp.26,Big desktop,Рабочий стол 4,Grand bureau,Großer Desktop,Escritorio grande,Grande desktop
shp.27,Proffesional desktop,Рабочий стол 5,Bureau de profession,Profemsionaler Desktop,Escritorio profesional,Desktop Profsionale
shp.28,Xerox,Ксерокс,Photocopier,Xerox,fotocopia,Xerox
buy,Buy,Купить,Acheter,Besorgen,Comprar,Acquistare
bought,Bought,Куплено,Acheté,Gekauft,Compró,Comprato
sell,Sell,Продать,Vendre,Verkaufen,Vender,Vendere
rent,Rent,Арендовать,Louer,Mieten,Alquilar,Affitto
rented,Rented,Арендован,Loué,Gemietet,Alquilado,Affittato
select,Select,Выбрать,Sélectionner,Wählen,Seleccionar,Selezionare
selected,Selected,Выбрано,Choisi,Ausgewählt,Seleccionado,Selezionato
autofurnish,Auto furnish,Авто мебель,Fourniture automatique,Autoeinrichtung,Auto Mobiliario,Arredamento automatico
upgradeallpcs,Upgrade all pc's,Обновить все пк,Mettre à niveau tous les PC,Aktualisieren Sie alle PCs,Actualizar todas las PC,Aggiorna tutti i PC
soldfurniture,All your furniture will be sold.,Вся ваша мебель будет продана.,Tous vos meubles seront vendus.,Alle Ihre Möbel werden verkauft.,Todos sus muebles se venderán.,Tutti i tuoi mobili saranno venduti.
expenses,Expenses,Затраты,Dépenses,Kosten,Gastos,Spese
square,Square,Квадрат,Carré,Quadrat,Cuadrado,Piazza
purchprice,Purchase price,Цена,Prix ​​d'achat,Kaufpreis,Precio de compra,Prezzo d'acquisto
rentprice,Rent price,Цена аренды,Prix ​​de loyer,Mietpreis,Precio de alquiler,Prezzo di affitto
office.0,Small room,Маленькая комната,Petite chambre,Kleiner Raum,Habitación pequeña,Stanza piccola
office.1,Garage,Гараж,Garage,Garage,Cochera,Box auto
office.2,Studio,Студия,Studio,Studio,Estudio,Studio
office.3,Apartments,Аппартаменты,Appartements,Wohnungen,Apartamentos,Appartamenti
office.4,Basement,Подвал,Sous-sol,Keller,Sótano,Seminterrato
office.5,Old office,Старый офис,Vieux bureau,Altes Büro,Oficina antigua,Vecchio ufficio
office.6,Industrial office,Промышленное офис,Bureau industriel,Industriebüro,Oficina industrial,Ufficio industriale
office.7,City office,Городской офис,Bureau de la ville,Stadtbüro,Oficina municipal,Ufficio della città
office.8,Modern office,Современный офис,Bureau moderne,Modernes Büro,Oficina moderna,Ufficio moderno
hire,Hire,Нанять,Louer,Mieten,Contratar,Assumere
fire,Fire,Уволить,Feu,Feuer,Fuego,Fuoco
assign,Assign,Назначать,Attribuer,Zuordnen,Asignar,Assegnare
assigned,Assigned,Назначен,Attribué,Zugewiesen,Asignado,Assegnato
happiness,Happiness,Счастье,Bonheur,Glück,Felicidad,Felicità
name,Name,Имя,Nom,Name,Nombre,Nome
newGame,New game,Новая игра,Nouveau jeu,Neues Spiel,Nuevo juego,Nuovo gioco
contract,Contract,Контракт,Contracter,Vertrag,Contrato,Contrarre
freelance,Freelance,Фриланс,Free-lance,Freiberuflich,Lanza libre,Libero professionista
update,Update,Обновление,Mise à jour,Aktualisieren,Actualizar,Aggiornamento
sequel,Sequel,Продолжение,Suite,Folge,Continuación,Continuazione
size,Size,Размер,Taille,Größe,Tamaño,Misurare
engine,Engine,Движок,Engine,Engine,Engine,Engine
genre,Genre,Жанр,Genre,Genre,Género,Genere
theme,Theme,Тема,Thème,Thema,Tema,Tema
mainplatform,Main platform,Основная платформа,Plate-forme principale,Hauptplattform,Plataforma principal,Piattaforma principale
platform,Platform,Платформа,Plateforme,Plattform,Plataforma,piattaforma
none,None,Остутсвует,Aucun,Keiner,Ninguno,Nessuno
start,Start,Начать,Commencer,Start,Comenzar,Inizio
continue,Continue,Продолжить,Continuer,Weitermachen,Continuar,Continua
cancel,Cancel,Отмена,Annuler,Abbrechen,Cancelar,Annulla
licenseprice,License price,Цена лицензии,Prix ​​de licence,Lizenzpreis,Precio de licencia,Prezzo di licenza
releasedate,Release date,Дата выпуска,Date de sortie,Veröffentlichungsdatum,Fecha de lanzamiento,Data di rilascio
computing,Computing,Вычисление,L'informatique,Computer,Informática,Calcolo
graphics,Graphics,Графика,Graphique,Grafik,Gráficos,Grafica
marketshare,Market share,Доля рынка,Part de marché,Marktanteil,Cuota de mercado,Quota di mercato
commision,Commision,Комиссия,Commission,Kommission,Comisión,Commissione
features,Features,Функции,Caractéristiques,Merkmale,Características,Caratteristiche
maingenre,Main genre,Главный жанр,Genre principal,Hauptgenre,Género principal,Genere principale
developmentspeed,Development speed,Скорость разработки,Vitesse de développement,Entwicklungsgeschwindigkeit,Velocidad de desarrollo,Velocità di sviluppo
findanother,Find another,Найти другой,Trouve un autre,Einen anderern finden,Encontrar otro,Trova un altro
payment,Payment,Оплата,Paiement,Zahlung,Pago,Pagamento
bonus,Bonus,Бонус,Prime,Bonus,Prima,Bonus
minuserscore,Min user score,Мин пользовательский счет,Min Score utilisateur,Min Benutzerbewertung,Min puntuación de usuario,Min Punteggio utente
term,Term,Срок,Terme,Begriff,Término,Termine
points,Points,Точки,Points,Punkte,Puntos,Punti
lpoints,points,точки,points,Punkte,puntos,punti
taskdifficulty,Task difficulty,Сложность задачи,Difficulté de tâche,Aufgabenschwierigkeit,Dificultad de tarea,Difficoltà del compito
easy,Easy,Лёгкая,Facile,Einfach,Fácil,Facile
normal,Normal,Средняя,Normal,Normal,Normal,Normale
hard,Hard,Трудная,Dur,Hart,Duro,Difficile
penalty,Penalty,Штраф,Peine,Strafe,Multa,Pena
game,Game,Игра,Jeu,Spiel,Juego,Gioco
updatesize,Update size,Размер обновления,Mettre à jour la taille,Aktualisierung der Größe,Tamaño de actualización,Dimensione dell'aggiornamento
feature.0,2D,2D,2D,2D,2D,2D
feature.1,3D,3D,3D,3D,3D,3D
feature.2,Simple plot,Простой сюжет,Terrain simple,Einfache Handlung,Trama simple,Trama semplice
feature.3,Elaborated plot,Проработанный сюжет,Complot élaboré,Ausgearbeitete Handlung,Trama elaborado,Trama elaborata
feature.4,Non linear plot,Не линейный сюжет,Tracé non linéaire,Nicht linearer Diagramm,Trama no lineal,Trama non lineare
feature.5,Simple dialogs,Простые диалоги,Boîtes de dialogue simples,Einfache Dialoge,Diálogo simples,Dialoging semplici
feature.6,Elaborated dialogs,Проработанные диалоги,Dialogue élaboré,Ausgearbeitete Dialoge,Diálogos elaborados,Dialoghi elaborati
feature.7,Interactive dialogs,Интерактивные диалоги,Dialogues interactives,Interaktive Dialoge,Diálogo interactivos,Dialoghi interattivi
feature.8,Neural networks usage,Использование нейронных сетей,Utilisation des réseaux neuronaux,Nutzung der neuronalen Netze,Uso de redes neuronales,Utilizzo delle reti neurali
feature.9,Procedural world,Процедурный мир,Monde procédural,Verfahrenswelt,Mundo procesal,Mondo procedurale
feature.10,Open world,Открытый мир,Monde ouvert,Offene Welt,Mundo abierto,Mondo aperto
feature.11,Few characters,Несколько персонажей,Peu de personnages,Wenige Charaktere,Pocos personajes,Pochi personaggi
feature.12,Character editor,Редактор персонажей,Éditeur de personnage,Charakter Editor,Editor de personajes,Editor del personaggio
feature.13,Simple AI,Простой ИИ,AI simple,Einfache Ai,AI simple,Semplice ai
feature.14,Complex AI,Сложный ИИ,AI complexe,Komplexe AI,AI complejo,AI complesso
feature.15,Self Learning AI,Самообучаемый ИИ,AI-ADRENTION AI,Selbstlernen KI,Aprendizaje de AI,Ai Learning Ai
feature.16,Simple economics,Простая экономика,Économie simple,Einfache Wirtschaft,Economía simple,Economia semplice
feature.17,Complex economics,Комплексная экономика,Économie complexe,Komplexe Ökonomie,Economía compleja,Economia complessa
feature.18,Simple physics,Простая физика,Physique simple,Einfache Physik,Física simple,Fisica semplice
feature.19,Realistic physics,Реалистичная физика,Physique réaliste,Realistische Physik,Física realista,Fisica realistica
feature.20,Side missions,Сайд миссии,Missions latérales,Seitenmissionen,Misiones laterales,Missioni secondarie
feature.21,Elaborated side missions,Проработанный сайд миссии,Missions secondaires élaborées,Ausgearbeitete Seitenmissionen,Misiones laterales elaboradas,Missioni secondarie elaborate
feature.22,Mods support,Поддержка модов,Support des mods,Mods Support,Soporte de mods,Supporto MODS
feature.23,Global mods support,Поддержка глобальных модов,Support mondial des mods,Globale Mods -Unterstützung,Soporte de modificaciones globales,Supporto MOD globali
feature.24,Cartoony,Мультяшнность,Cartoony,Cartoony,Dibujos animados,Cartone animato
feature.25,Photorealism,Фотореализм,Photoréalisme,Fotorealismus,Fotorrealismo,Fotorealismo
feature.26,Midi,Миди звук,Midi,Midi,Midi,Midi
feature.27,Simple music,Простая музыка,Musique simple,Einfache Musik,Música simple,Musica semplice
feature.28,Cult music,Культовая музыка,Musique culte,Kultmusik,Música de culto,Musica cult
feature.29,Simple animations,Простые анимации,Animations simples,Einfache Animationen,Animaciones simples,Animazioni semplici
feature.30,Dynamic animations,Динамическая анимация,Animations dynamiques,Dynamische Animationen,Animaciones dinámicas,Animazioni dinamiche
feature.31,Motion capture,Захват движения,Capture de mouvement,Bewegungsaufnahme,Captura de movimiento,Moto cattura
feature.32,Game cutscenes,Сделанные в игре кат сцены,Cinémas de jeu,Game Cutscenes,Escenas de juego,Scene di gioco
feature.33,Filmed cutscenes,Снятые кат сцены,Cinématiques filmées,Gefilmte Zwischensequenzen,Escenas filmadas,Filmati filmati
feature.34,Tutorial,Туториал,Didacticiel,Lernprogramm,Tutorial,Tutorial
feature.35,Interactive tutorial,Интерактивный туториал,Tutoriel interactif,Interaktives Tutorial,Tutorial interactivo,Tutorial interattivo
fg.0,Graphics,Графика,Graphique,Grafik,Gráficos,Grafica
fg.1,Plot,Сюжет,Parcelle,Parzelle,Trama,Complotto
fg.2,Dialogs,Диалоги,Dialogue,Dialoge,Diálogo,Dialoghi
fg.3,World,Мир,Monde,Welt,Mundo,Mondo
fg.4,Character,Персонаж,Personnage,Charakter,Personaje,Carattere
fg.5,AI,ИИ,AI,AI,AI,AI
fg.6,Economics,Экономика,Économie,Wirtschaft,Ciencias económicas,Economia
fg.7,Physics,Физика,La physique,Physik,Física,Fisica
fg.8,Side missions,Сайд миссии,Missions latérales,Seitenmissionen,Misiones laterales,Missioni secondarie
fg.9,Mods,Моды,Mods,Modifikationen,Modos,Mod
fg.10,Style,Стиль,Style,Stil,Estilo,Stile
fg.11,Sound,Звук,Son,Klang,Sonido,Suono
fg.12,Animations,Анимация,Animations,Animationen,Animaciones,Animazioni
fg.13,Cutscenes,Кат сцены,Cinémas,Zwischensequenzen,Escenas,Scene
fg.14,Tutorial,Туториал,Didacticiel,Lernprogramm,Tutorial,Tutorial
noneGraphics,Text,Текстовая,Texte,Text,Texto,Testo
noneWorld,corridor,Коридорный,couloir,Gang,corredor,corridoio
noneCharacter,One character,Один персонаж,Un personnage,Ein Charakter,Un personaje,Un personaggio
noneMods,Not supported,Не поддерживается,Non supporté,Nicht unterstützt,No soportado,Non supportato
noneStyle,Primitivism,Примитивизм,Primitivisme,Primitivismus,Primitivismo,Primitivismo
theme.0,Anime,Аниме,Anime,Anime,Anime,anime
theme.1,Interactive cinema,Интерактивное кино,Cinéma interactif,Interaktives Kino,Cine interactivo,Cinema interattivo
theme.2,Western,Вестерн,Occidental,Western,occidental,Occidentale
theme.3,Vampires,Вампиры,Vampires,Vampire,Vampiros,vampiri
theme.4,Aliens,Инопланетяне,Extraterrestres,Außerirdische,Extraterrestres,alieni
theme.5,Animals,Животные,Animaux,Tiere,Animales,Animali
theme.6,Ancient,Древность,Ancien,Alt,Antiguo,Antica
theme.7,Civilization,Цивилизация,Civilisation,Zivilisation,Civilización,Civiltà
theme.8,Dungeon,Подземелье,Donjon,Verlies,Calabozo,Dungeon
theme.9,Economy,Экономика,Économie,Wirtschaft,Economía,Economia
theme.10,Fantasy,Фантастика,Fantaisie,Fantasie,Fantasía,Fantasia
theme.11,Farming,Сельское хозяйство,Agriculture,Landwirtschaft,Agricultura,agricoltura
theme.12,History,История,Histoire,Geschichte,Historia,Storia
theme.13,Magic,Магия,la magie,Magie,magia,Magia
theme.14,Medieval,Средневековье,Médiéval,Mittelalterlich,Medieval,Medievale
theme.15,Apocalypse,Апокалипсис,apocalypse,Apokalypse,Apocalipsis,Apocalisse
theme.16,War,Война,Guerre,Krieg,Guerra,Guerra
theme.17,Zombies,Зомби,Des morts-vivants,Zombies,Zombis,zombi
theme.18,Steampunk,Стимпанк,Steampunk,Steampunk,Steampunk,Steampunk
theme.19,Politics,Политика,Politique,Politik,Política,Politica
theme.20,Game develop,Разработка игр,Jeu développer,Spiel entwickeln,Desarrollo del juego,Sviluppo del gioco
theme.21,Ghosts,Призраки,Des fantômes,Geister,Fantasmas,fantasmi
theme.22,Super Hero,Супергерой,Super-héros,Superheld,Superhéroe,Supereroe
theme.23,Pirates,Пираты,pirates,Piraten,Piratas,pirati
theme.24,Mafia,Мафия,Mafia,Mafia,Mafia,Mafia
theme.25,Cooking,Готовка,Cuisson,Kochen,Cocinando,cucinando
theme.26,Science fiction,Научная фантастика,Science fiction,Science-Fiction,Ciencia ficción,Fantascienza
theme.27,Music,Музыка,Musique,Musik,Música,Musica
theme.28,Medicine,Медицина,Médicament,Medizin,Medicamento,Medicinale
theme.29,Erotic,Эротика,Érotique,Erotisch,Erótico,Erotico
theme.30,City,Город,Ville,Stadt,Ciudad,Città
theme.31,Dragons,Драконы,Dragons,Drachen,Dragones,draghi
theme.32,Cyberpunk,Киберпанк,Cyberpunk,Cyberpunk,Cyberpunk,Cyberpunk
theme.33,Time Traveling,Путешествие во времени,Voyage dans le temps,Zeitreisen,Viaje en el tiempo,Viaggio nel tempo
genre.0,Action,Экшен,Action,Aktion,Acción,Azione
genre.1,Rpg,Rpg,RPG,Rollenspiel,Rol,RPG
genre.2,Simulator,Симулятор,Simulateur,Simulator,Simulador,Simulatore
genre.3,Strategy,Стратегия,Stratégie,Strategie,Estrategia,Strategia
genre.4,Racing,Гонки,Courses,Rennen,Carreras,Da corsa
genre.5,Casual,Казуал,Occasionnel,Lässig,Casual,Casuale
genre.6,Adventure,Приключение,Aventure,Abenteuer,Aventura,Avventura
genre.7,Visual novel,Визуальная новелла,Roman visuel,Visual Novel,Novela visual,Racconto illustrato
genre.8,Interactive movie,Интерактивный фильм,Film interactif,Interaktiver Film,Película interactiva,Film interattivo
genre.9,Horror,Ужастик,Horreur,Grusel,Horror,Orrore
indie,Indie,Инди,Indie,Indie,Indie,Indie
startError.0,Enter game name,Введите название игры,Entrez le nom de jeu,Geben Sie den Spielnamen ein,Ingrese el nombre del juego,Immettere il nome del gioco
startError.1,Choose engine,Выберите движок,Choisir le moteur,Wählen Sie den Motor,Elija el motor,Scegli il motore
startError.2,Choose theme,Выберите тему,Choisir le thème,Thema wählen,Escoge un tema,Scegli il tema
startError.3,Choose platform,Выберите платформу,Choisir la plate-forme,Wählen Sie Plattform,Elija plataforma,Scegli la piattaforma
days,Days,Дней,Jours,Tage,Días,Giorni
gamesize,Game size,Размер игры,Taille du jeu,Spielgröße,Tamaño del juego,Dimensione del gioco
gamegenre,Game genre,Жанр ишгры,Genre de jeu,Spielgenre,Género de juego,Genere di gioco
gametheme,Game theme,Тема игры,Thème du jeu,Spielthema,Tema del juego,Tema del gioco
plot,Plot,Сюжет,Parcelle,Parzelle,Trama,Complotto
gamedesign,Game design,Игровой дизайн,Le design du jeu,Spieldesign,Diseño de juego,Design del gioco
gameplay,Gameplay,Геймплей,Gameplay,Spielweise,Como se Juega,Gameplay
sound,Sound,Звук,Son,Klang,Sonido,Suono
bugs,Bugs,Баги,Insectes,Käfer,Insectos,Bug
workload,Workload,Объем,Charge de travail,Arbeitsbelastung,Carga de trabajo,Carico di lavoro
prototyping,Prototyping,Прототипирование,Prototypage,Prototyp entwickeln,Prototipos,Prototipazione
developing,Developing,Разработка,Développement,Entwicklung,Desarrollando,Sviluppando
design,Design,Дизайн,Conception,Design,Diseño,Progetto
polishing,Polishing,Полировка,Polissage,Polieren,Pulido,Lucidatura
stageslider.0,Casual / Hardcore,Казуал / Хардкор,Décontracté / hardcore,Casual / Hardcore,Informal / hardcore,Casual / hardcore
stageslider.1,Kindness / Cruelty,Доброта / Жестокость,Gentillesse / cruauté,Freundlichkeit / Grausamkeit,Bondad / crueldad,Gentilezza / crudeltà
stageslider.2,Game length / elaboration,Длина игры / Проработка,Longueur / élaboration du jeu,Spiellänge / Ausarbeitung,Longitud del juego / elaboración,Lunghezza / elaborazione del gioco
stageslider.3,Emphasis on story / gameplay,Акцент на сюжет / геймплей,L'accent mis sur l'histoire / le gameplay,Betonung auf Geschichte / Gameplay,Énfasis en la historia / juego,Enfasi sulla storia / gameplay
stageslider.4,Convenience / Functionality,Удобство / Функциональность,Commodité / fonctionnalité,Bequemlichkeit / Funktionalität,Conveniencia / funcionalidad,Comodità / funzionalità
stageslider.5,Familiarity / Innovationess,Освоенность / Инновационость,Familiarité / innovationuse,Vertrautheit / Innovation und,Familiaridad / innovación,Familiarità / innovazione
stageslider.6,Gameplay passivity / intensivity,Пассивность / Интенсивность Геймплея,Passivité / intensivité de gameplay,Gameplay -Passivität / Intensivität,Passividad / intensividad del juego,Gameplay passività / intensività
stageslider.7,Gameplay simplicity / depth,Простота / Глубина геймплея,Gameplay Simplicité / Profondeur,Einfachheit / Tiefe der Gameplay,Simplicidad / profundidad del juego,Semplicità / profondità del gameplay
stageslider.8,Atmospherity / Sightness,Атмосфера / Зрелищность,Atmosphère / vue,Atmosphäre / Sicht,Atmósfera / espectáculo,Atmosferia / vista
stageslider.9,Sound abundance / background,Обилие / Фоновость звука,Abondance sonore / arrière-plan,Klanghäufigkeit / Hintergrund,Abundancia de sonido / fondo,Sound Abbondanza / Background
stageslider.10,Design character / world,Дизайн мира / персонажей,Personnage de conception / monde,Designcharakter / Welt,Personaje de diseño / mundo,Carattere / mondo del design
stageslider.11,Graphics optimization / beauty,Оптимизация / Красота Графики,Optimisation / beauté graphiques,Grafikoptimierung / Schönheit,Optimización gráfica / belleza,Ottimizzazione grafica / bellezza
buildinfo.1,Press <sprite=0> to build the item,Нажмите <sprite=0> чтобы построить предмет.,Appuyez sur <sprite=0> pour construire l'élément,"Drücken Sie <sprite=0>, um das Objekt zu bauen",Presiona <sprite=0> para construir el artículo,Premi <sprite=0> per costruire l'oggetto
buildinfo.2,Hold <sprite=1> to move the camera,Удерживайте <sprite=1> чтобы переместить камеру.,Maintenez <sprite=1> pour déplacer la caméra,"Halten Sie <sprite=1> gedrückt, um die Kamera zu bewegen",Mantén pulsado <sprite=1> para mover la cámara,Tieni premuto <sprite=1> per spostare la telecamera
buildinfo.3,Scroll  <sprite=2> to zoom in or out,Прокрутите <sprite=2> чтобы увеличить или уменьшить масштаб.,Faites défiler <sprite=2> pour effectuer un zoom avant ou arrière,"Scrollen Sie <Sprite=2>, um hinein- oder herauszuzoomen",Desplácese <sprite=2> para acercar o alejar,Scorri <sprite=2> per ingrandire o ridurre
buildinfo.4,Press  <b><i>R</i></b> or  <b><i>Q</i></b> to rotate the item,Нажмите  <b><i>R</i></b> или  <b><i>Q</i></b> для поворота предмета,Appuyez sur  <b><i>R</i></b> ou  <b><i>Q</i></b> pour faire pivoter l'élément,"Drücke  <b><i>R</i></b> oder  <b><i>Q</i></b>, um das Element zu drehen",Presione  <b><i> R </i></b> o  <b><i>Q</i></b> para rotar el elemento.,Premi  <b><i>R</i></b> o  <b><i>Q</i></b> per ruotare l'elemento
buildinfo.5,Press  <b><i>Delete</i></b> to sell or remove item,Нажмите  <b><i>Delete</i></b> что бы продать или удалить предмет,Appuyez sur  <b><i>Delete</i></b> pour vendre ou supprimer l'article,"Drücken Sie  <b><i>Delete</i></b>, um Artikel zu verkaufen oder zu entfernen",Presiona  <b><i> Delete</i></b> para vender o eliminar el artículo.,Premi  <b><i>Delete</i></b> per vendere o rimuovere l'oggetto
unknown,Unknown,Неизвестно,Inconnu,Unbekannt,Desconocido,Sconosciuto
release,Release,Выпустить,Libérer,Freigeben,Liberar,Pubblicazione
cancelproject,Cancel project,Отменить проект,Annuler le projet,Projekt abbrechen,Cancelar proyecto,Annulla il progetto
areyousurecancelprj,"Are you sure, that you want to cancel project ?","Вы уверены, что хотите отменить проект ?",Êtes-vous sûr que vous souhaitez annuler le projet?,"Sind Sie sicher, dass Sie das Projekt stornieren möchten?",¿Estás seguro de que quieres cancelar el proyecto?,"Sei sicuro, che vuoi annullare il progetto?"
forfeit,Forfeit,Неустойка,Déclarer forfait,Verlieren,Perder,Forfeit
sure,Sure,Конечно,Bien sûr,Sicher,Seguro,Sicuro
no,No,Нет,Non,NEIN,No,NO
gameisdone,Game is done,Игра сделана,Le jeu est fait,Spiel ist fertig,El juego está hecho,Il gioco è finito
gameisdonetext,"The game is done. If you want, you can polish the game, fix some bugs and improve it. But point generation will be much slower. You can publish the game by yourself or find a publisher.","Игра сделана. Если хотите, вы можете отполировать игру, исправить некоторые ошибки и улучшить ее. Но точечное поколение будет намного медленнее. Вы можете опубликовать игру самостоятельно или найти издателя.","Le jeu est terminé. Si vous le souhaitez, vous pouvez polir le jeu, corriger certains bogues et l'améliorer. Mais la génération de points sera beaucoup plus lente. Vous pouvez publier le jeu par vous-même ou trouver un éditeur.","Das Spiel ist fertig. Wenn Sie möchten, können Sie das Spiel polieren, einige Fehler beheben und verbessern. Aber die Point -Generation wird viel langsamer sein. Sie können das Spiel selbst veröffentlichen oder einen Verlag finden.","El juego está hecho. Si lo desea, puede pulir el juego, solucionar algunos errores y mejorarlo. Pero la generación de puntos será mucho más lenta. Puedes publicar el juego tú mismo o encontrar un editor.","Il gioco è finito. Se vuoi, puoi lucidare il gioco, correggere alcuni bug e migliorarlo. Ma la generazione di punti sarà molto più lenta. Puoi pubblicare il gioco da solo o trovare un editore."
estuserrating,Estimated user rating:,Ожидаемый рейтинг:,Évaluation des utilisateurs estimés:,Geschätzte Benutzerbewertung:,Calificación estimada del usuario:,Valutazione utente stimata:
polish,Polish,Доработка,polonais,Polieren,Polaco,Polacco
findpublisher,Find publisher,Найти издателя,Trouver l'éditeur,Finden Sie Verlag,Encontrar editor,Trova l'editore
pointseff,Points efficiency:,Эффективность очков:,Efficacité des points:,Punkteffizienz:,Eficiencia de puntos:,Efficienza dei punti:
income,Income,Доход,Revenu,Einkommen,Ingreso,Reddito
intpublishers,Interested publishers,Заинтересованные издатели,Éditeurs intéressés,Interessierte Verlage,Editores interesados,Editori interessati
audience,Audience,Аудитория,Public,Publikum,Audiencia,Pubblico
gameprice,Game price,Цена игры,Prix ​​du jeu,Spielpreis,Precio del juego,Prezzo del gioco
